,comment
2651,Когда он скажет я ухожу?
2652,Когда рипнется?
2653,"Традиционно захожу сюда каждый год, чтобы оставить дизлайк"
2654,Дед бункерный сваливай! Ты реально меня бесишь!
2655,Врёт. Вот врёт и не краснеет.
2656,"Позорный и бездарный , но ловкий и циничный преступник."
2657,Вор и лжец
2658,свободу Навальному
2659,Лучше бы ты там и остался. В 21-м году. В мы бы в 22-й без тебя.
2660,Что у него с пальто? И когда будет Лебединое озеро по всем каналам страны?
2661,Жалко недьзя посмотреть скольуо дизлайков. 100 процентов их больше чем лайков)
2662,"Рейтинг так и прет из 1,5 тыс лайков"
2663,"Надеюсь, на руках под пальто у него наручники.)"
2664,"Ээ, а «я устал» где?"
2665,"опять нейросеть составляла послание? а бля... они же таких слов не знают, ок"
2666,Что поменялось?)
2667,"дедушка мороз, сделай пожалуйста так, чтобы все жулики и воры России, а также коррупционеры в 2022 сели в тюрьму"
2668,Как тут коменты не закрыли?)
2669,"Что у него под пальто выпирает,  как будто пузырь там спрятал"
2670,путин уходи
2671,"Он щось забил про українських карателей )))
Патаму останется до 2060 )))))"
2672,"Брехня же, настоящая!"
2673,дизл
2674,"БРОНЕЖЕЛЕТОВ ПАРОЧКУ НАДЕЛ,ПРОСТЫТЬ БОИТСЯ"
2675,А новый дворец будет?
2676,А он всегда каррртавил?!?!?!))))
2677,"14500 руб в месяу пенсии за 40 лет работы  - ,,спасибо,,"
2678,Круто. Лайк
2679,"Он лучше чем Бермухамедов, лучше чем Лукашенко, да он даже лучше чем этот как его 😂😔 в общем диктатор не он"
2680,"Теперь ждём, когда закроют комментарии"
2681,Ахахах Путин с пузом
2682,ВРАГ НАРОДА
2683,"Я за него ни разу не голосовал, как и мои друзья, родственники."
2684,Не надо только ютуб запрещать
2685,Какая гадость!
2686,"Извините, я не понял, он беременный что ли?"
2687,немного поучился бы у зеленского
2688,КОММЕНТАРИИ ДО СИХ ПОР ОТКРЫТЫ? 👀
2689,Диктатор поздравляет страну)))
2690,Вы ошалели в нг такую гадость крутить
2691,Каким образом поддержал?
2692,Дизлайк бункерному существу. Обнулёныш вылез.🗿❌❗👎
2693,Что за вода мне в уши льётся?
2694,Считайте этот коммент за дизлайк!
2695,"А если я комментарий напишу правдивый на лживом канале, я стану экстремистом?
В общем мы все тут ЖДЁМ, что 22 год станет «ПРОСТЫМ»)"
2696,Что с его пальто? Он беременн?
2697,Комментарий для дизлайков. Лайк=дизлайк. Интересно реальное количество дизлайков.
2698,6.4 тыщ дизов
2699,Вау! Когда он тут начал говорить https://youtu.be/wCycCRk_Eak?t=244 его лицо как-то зло выглядит
2700,Пшлтнах
2701,Впервые в жизни не посмотрел лучше посмотрю
2702,"Зашел, чтобы поставить Путлеру дизлайк."
2703,В ответ желаю уйти на покой. Вечный
2704,он даже в поздравлении постоянно врёт
2705,"Даже не стал смотреть. 22 года. Сколько можно убийцу, вора, лжеца лицезреть."
2706,Тут что ботам не заплатили???
2707,Я буду оддом)
2708,"В моём треке я сказал всё про ситуацию в стране. Послушайте, пожалуйста"
2709,Все познаётся в сравнении.
2710,Открыты комментарии???? Да ну?! XD
2711,"Я устал, ничего не могу сделать НО не уйду🤣🤣🤣"
2712,Переключили канал! Наша семья уже давно не смотрит это....
2713,"Скучно и неинтересно, изрядно поднадоевший дед"
2714,Желаю обнулёнышу в новом году суда в Гааге и пожизненного заключения!
2715,Что под пальто у него?)
2716,Да действительно это человек уже не когда не.сделвет то что говорит!!!
2717,Ни одного положительного комментария
2718,где второй дизз влепить?
2719,"Призедент горя, смерти, войны и нищиты .Надеюсь этот год для него станет последним!"
2720,Обращение насильника к жертвам
2721,Песнь таксиста...
2722,Желаю что бы RT вместе с таксистом исчезли из жизни россиян.
2723,"Мы тебя не выбирали, уходи!"
2724,злобный карлик
2725,"Дед опять перепутал текст, дайте правильную бумажку деду- Я устал, я ухожу!"
2726,"Какая мерзость! Все уже давно сыты этим заливным, отвращение и презрение в каждом комментарии, Ютуб не лучше, отключил дизы."
2727,А мне кажется руки у него в куртке))
2728,"блин, щас пуговицы на пальто оторвутся и экран монитора пробьют. надеюсь это его последнее поздравление"
2729,🤬🤬🤬
2730,Ставлю сами знаете что
2731,"Кто, если не Вы, сделали этот год таким трудным"
2732,"Владимир Владимирович, от всего сердца, уйди в новом году, а? Оставь страну в покое, ради всего святого. И дружков своих тоже забери куда нибудь в забугор, там свои схемы мутите."
2733,ΚΑΛΗ ΧΡΟΝΙΑ !!!
2734,👎  НАДЕЮСЬ ТЕБЯ ЖДЁТ СПРАВЕДЛИВЫЙ СУД
2735,Новогоднее хубло.
2736,Судя по комментам не зря он в бункере сидит 😁
2737,"Продажные СМИ передайте все пожелания народа, пусть порадуется"
2738,Жаль нельзя посмотреть количество дизлайков
2739,Свободу Алексею Навальному - будущему истинному Президенту России!
2740,"Как же он надоел, тошно смотреть"
2741,"Почему его обращения вечно снимают в таком ужасном качестве? Его снимают на телефон хуавей, что ли? Можно же было снять в 4k формате."
2742,Любимка
2743,Стыд
2744,На лахте 2 трудо день на канал бобрихи ещё руки не дошли !
2745,А что дизлайки скрыли?
2746,"Не країна, а фігня, як президент гівно так і держала, не привітання, а поминки якісь"
2747,👎👎👎👎👎
2748,Владимир Ватно Донышко!
2749,в год тигра всем по делам их
2750,"Теперь я понимаю, почему YouTube убрал дизлайки. Интересно, сколько уже накапало?"
2751,С поясом смертника что ли
2752,🤮🤮🤮
2753,"Cмотреть больно. Наштукатурили в 3 слоя с каждым годом всё жирнея , не могу смотреть на того кто меня грабит у издаёт законы нарушавшие права и свободы  ."
2754,Он был не простой
2755,Выходит он там куда-то... Мерзавец!!!
2756,не забудем не простим
2757,Беременный.чтоли? Что то пузатенький немного
2758,"Ты нам не друг, а так."
2759,Используйте этот коммент как дизлайк
2760,Посмотрите на живот.... Броник? Грелки?......
2761,Где дизлайки??
2762,"Самое неприятное это слушать президента в новогоднюю ночь , оборотень"
2763,Лучше бы разрешил хоть в новогодние праздники везде ходить без кода.
2764,"Дизлайки убрали. Оставлю в коменте👎
ПОЗОРИЩЕ!!!!!!!"
2765,"Уходи, Вова!"
2766,Времени нет на раскачку....
2767,"Плешивый как всегда, хаха"
2768,Вова уходи
2769,"Так я не понял, год трудный то был?"
2770,"пишите пишите,щас боброедка подотрёт"
2771,А почему у президентов России красные галстуки на фоне белой рубашки? Прям как у президентов америки!
2772,"Гражданин,уйди уже,дай жить гароду"
2773,"С новым годом - родина,    жду всех в в Берлине! Ну а Путин)) , да что там Путин))) клоун,    быть добру!!!"
2774,"Ой, вы бы послушали украинского президента.. Недопрезидент."
2775,Вор должен сидеть в тюрьме или в бункере
2776,"Чисто поставить Дизлайк, даже смотреть не буду, а слушать и подавно не стану!"
2777,Сожитель бабки Кабаихи залетел ? Что за живот ?
2778,"Надеюсь, что Дед мороз ему белые тапочки под ёлочку положил"
2779,"Володя, иди уже ...........!!!!!"
2780,"народ вот че вам не нравится то а? все мы живём в России, нету не каких там войн и т.д. живём под чистым небом, а если вам мало денег, все здоровые люди могут работать, вам мешает ВАША лень, тут уже не кто и не чем вам не поможет, скажите лучше Путину спасибо, за то что он нам обеспечивает безопасность, взрослые и порядочные люди меня поймут, и что я пытаюсь вам сказать"
2781,Как всегда треп ни о чем. Слушать не интересно абсолютно.
2782,Жду непоздравление от Кукушкина
2783,🤮
2784,Вова уходи !!!
2785,🤮
2786,🧐
2787,"Бажаю тобі самого справедливого суду над тобою, гарного тобі здоров'я суд чекає. Слава Україні!"
2788,"Ввп сказал , что главный вра россиян-бедность..."
2789,Почему комментарии ещё не отключили?
2790,СВОБОДУ ПОЛИТ ЗАКЛЮЧЕННЫМ
2791,как собака лает
2792,Когда он сгинет?!
2793,Хочу чтобы в новом году тебя мы увидели в последний раз!
2794,Каждый год одно и тоже .
2795,Дизлайки где? Позорище.
2796,Ему самому не надоело нести этот бред? Смешно!!!
2797,Мой коммент в кач ве дизов
2798,"Позорище одно и тоже 20 лет, цирк дюсалей"
2799,Враг
2800,"Ты, случаем, не устал? Не хочешь попросить прощения?"
2801,Как же осточертело
2802,Что у него под пиджаком? Он в бронежилете что-ли?
2803,Желаю гражданам РФ встретить 2023 год без Путина.
2804,Как это в эта чушь поподает в трэнды?
2805,Селюк!
2806,Где маска?🤣🤣🤣🤣
2807,враг номер 1
2808,Говорят царь-то не настоящий
2809,Зашла просто блевануть... Телевизор не смотрю лет пятнадцать.
2810,Кокой же он нелепый
2811,"Фу, плесень🤮"
2812,Можете использовать мой комментарий как дизлайк
2813,Плешивый уходи!!!
2814,Устроили в стране гестапо и стоит заливает... Какая мерзость...
2815,"наш президент великий человек. здоровья, всех благ и терпения. а ботам, которые тут орудуют, вы, это несколько жалких процентов в масштабе всей страны. желчные нытики. позор вам."
2816,а че ёлку тоже своровали
2817,"Pol Vin

7 минут назад

""Президенту"", которорый до конца развалил страну,

за обещания, которые он никогда не исполнял,"
2818,Что-то брехун напихал запазуху
2819,Так мало лайков и просмотров...
2820,Моль же обещала сесть со своими близкими ? Опять наврал
2821,Прям как Адольф себя ведёт
2822,какой же он противный
2823,"С каждым годом все хуже.Как дела?Нормально,идем ко дну."
2824,Отпусти навального
2825,2.9 тыс дизлайков.
2826,"Врал,вру и врать буду.   /В.В.Путин/."
2827,Слабо не читать?)
2828,Какого дед в трендах? Раша тудей?? Господи за что????????
2829,Надеюсь в этом году на одного диктатора станет меньше .....
2830,Не слушал плешивого и не буду…
2831,Позор .
2832,"Россия достойна лучшего, чем это существо!"
2833,Приемника вынашивает чтоль?
2834,Буээээ🤮 Даже не буду слушать это бла-бла-бла... Зашла поставить диз.
2835,Даже не живот а диофрагма😛
2836,"Балабол , предатель и лжец"
2837,Опять фигня а не речь..
2838,Используйте этот комментарий как дизлайк
2839,Противный старикашка...
2840,Лицо обработали плохой программой. Заметно
2841,Итак уже всё города переехали на кладбище. Кладбища растут а города замещаются приезжими убийцами
2842,🤢🤮
2843,"Тухляк! Почитайте комментарии как народ ""доволен"" руководством этого карлика!"
2844,я зашел только чтобы поставить дизлайк.
2845,зашел почитать коменты и аху.....ел !!!!
2846,Кашей бессмертный
2847,🤣дед прими таблетки
2848,Почему ютуб убрал дизлайки
2849,Хэпи ню э
2850,Доброго здоровья нашему президенту Владимиру Владимировичу!
2851,"Оккупанты, убирайтесь из Украины! Достали уже со своей войной!"
2852,Путлер капут! Свободу политзаключённым!! Фургала в президенты!!! Свободу Навальному!
2853,У него голова растёт?
2854,Зашел поставить дизлайк и оставить такой же комментарий.
2855,Диз однозначно!
2856,"Уже даже лайки накрутить не могут, больше надо было штраф Гугле давать"
2857,"Дизлайк.                        Был бы тот, кто считается сейчас президентом,  был  бы  толковым управленцем, грамотным руководителем, вдумчивым дипломатом, который реально заботится о людях   и   при котором престиж страны в мире, а уровень жизни в самой стране выросли - правь хоть сто лет. Но этот товарищ неталантливый, неэффективный, лицемерный и любящий лесть средний управленец силовой структуры, мертвой хваткой вцепившийся во власть. Худший правитель России за последние сотню лет . Лучший подарок  от него - это ""я устал, я ухожу, и забираю из власти всех своих друзей. Нет приемника, сами выбирайте"". А всему народу России и народу братских стран - добра!"
2858,Одно и тоже.
2859,"Где пенсия, во..?"
2860,ДИЗЛАЙКИ ОТМЕНИЛИ 👎
2861,🤡🤡🤡
2862,на первое января 1.6к лайков и 4.4к дизлайков
2863,"День сурка 🤦🏻‍♂️,  мы вымираем."
2864,Дизлайк деду пересиденту!
2865,"Не в тот чат написал, да пох."
2866,Дед мороз спаси россию от Путина
2867,Че за флаг после речи Путина?
2868,"Питерский мафиозий, проваливай"
2869,Зашел чтоб поставить дизлайк. Спасибо
2870,А кто это ?...
2871,Ничего хорошего 30 лет
2872,даже на кремлеботах ( судя по комментам ) уже экономят . видимо совсем херовы дела .
2873,Воланд де Морд🤮
2874,"Долгих лет ему , в местах не столь отдаленных, на урановых рудниках"
2875,Гага заждалась....
2876,путин давай по новой
2877,"Путлер одень белые туфли , искренне просим тебя."
2878,6 тысяч дизлайков против 2 тысячи лайков
2879,В этом году БОГ дасть бледая моль  уйдет
2880,"Я человек простой, вижу путина ставлю дизлайк"
2881,он еше и войну начнет вот увидите
2882,Как можно посмотреть отметку диз лайков??
2883,"Дизлайк, хотя его никто и не увидит.."
2884,Жаль нельзя дизлайк поставить.
2885,"дизов 7,4"
2886,"Вова, просто уходи пока не поздно."
2887,"2,4 ТЫС.



8,2 ТЫС
лайки на дизы"
2888,Под пальтухой броник?
2889,живой-мрець ........КУКЛА!!!+
2890,Пенсии верни!
2891,Мы ждем не дождемся Лебединого Озера по путивизору! Пол-пут иди на пенсию достал...!!!
2892,Используйте мой комментарий как дизлайк
2893,"Ставьте мне лайк, кто поставил дизлайк путину. Посмотрим сколько нас"
2894,"Свергатели дизлайками, как дела у вас?"
2895,МОЖЕТЕ ИСПОЛЬЗОВАТЬ МОЙ КОММЕНТ КАК ДИЗЛАЙК НА ЭТОТ ВИДОС
2896,Свободу Навальному и всем политзаключенным!!!
2897,БРАВО 👏👏👏👏!!!!!  ПУТИН В.В  СПАСИБО ЧТО ТЫ ЕСТЬ 👏👏👏👍👍👍💪💪💪💪💪💪💪💪💪🎅🎅🎅🎅🎅🎄🎄🎄🎄🎄🎄
2898,Мрачно и лицемерно.
2899,"С Новым Годом, граждане России! А этого давно уже пора отправить под трибунал..."
2900,Смотреть тошно.
2901,"1,840 / 5,650 (24.57%)"
2902,коварная болезнь унесла жизни десятки тысяч жизней .... а в этот час от алкоголя обморожения и побоев помрёт в несколько раз больше .
2903,They don't care about us
2904,🐓
2905,А что с его курткой?
2906,вранье и лицимерие в каждом предложении
2907,🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬
2908,Дизлайк
2909,Бла бла бла
2910,Обнуленыш опять лепит горбатого.
2911,Это вам не пустые коробки онко больным детям дарить
2912,🤢🤮
2913,Все настроение испортил.
2914,Гулагу-нет
2915,ВВП вагітний..???
2916,30 лет вранья и нищеты
2917,уходи
2918,Тошнит
2919,Опять пустой треп!
2920,З днем народження Степана Бандери!
2921,Позор!!!! Надоел!!! Уходи!!!!
2922,"Напишите во сколько включать точно, чтобы куранты пробили в 12. Живу не по московскому поясу"
2923,И звон курантов как погребальный колокол
2924,Статистику дизлайков убрали 😭😭😭
2925,"Хочу поздравлений,А не .политики!!!Задрал в НОВЫЙ ГОД!!! ЗАДРАЛ !!?"
2926,8.1 т диздайков. ставьте плагин
2927,Король дизлайков опять в эфире
2928,Дизлайк
2929,А вы видели поздравление Зеленского ?
2930,"Ухх, мощное поздравление, мощного лидера! Повезло же народу россии с таким правителем. Благодаря ему, наша страна занимает лидирующие места в экономике, имеет лучшую медицину в мире, лучшее образование, лучшую судебную систему, лучшие пенсии (ведь только у нас пенсионеры могут позволить себе путешествовать, а не продавать овощи, фрукты, чтобы хоть как-то выжить). Только благодаря нашему лидеру, в стране практически искоренена коррупция, отсутствуют пытки в тюрьмах, средняя з.п. в регионах позволяет людям ни в чем не нуждаться. Также наш лидер помогает и другим странам (ведь они живут гораздо хуже чем мы), жителям Китая например, мы жертвуем свой лес и разрешаем строить свой бизнес в сибире, прощаем многомиллиардные долги странам третьего мира. В нашей стране, благодаря нашему правителю, нет гонений независимых СМИ, присутствует полная свобода слова. Наш великий лидер отдает все силы и все ресурсы, только чтобы народ жил достойно, а сам ведет аскетичный образ жизни, не строит дворцы за миллиарды долларов, его друзья следуют его примеру. Не могу сдержать эмоций, поэтому РА СИ ЙА, РА СИ ЙА!!!"
2931,На Раскачку нет времени и так 20 лет подряд кто купит билетов вранья пачку тот получит Водокачку!!
2932,Обиратель емель.
2933,Свободу Алексею!
2934,Жаль дизлайки не видно!
2935,Как же я устал от тебя уже
2936,ИСПОЛЬЗУЙТЕ МОЙ КОММЕНТАРИИ КАК ДИЗЛАЙК!
2937,"Ты что ещё жив, старый."
2938,Бла-бла-бля. Уря!
2939,Что бы увидеть дизлайки есть плагин для браузера Return YouTube Dislike
2940,Жаль дилайки отключили
2941,От тебя все проблемы
2942,"Сегодня день ботов.. Не ругайтесь с ними , просто игнорируйте... Всех адекватных людей с Новым Годом , Удачи вам и успехов в следующем году !!!"
2943,На хитмена смахивает
2944,Я думал он давно уже геморой лечит и петрушку выращивает
2945,"Жалко его не много,ушел бы во время,но нет не устоял перед соблазном,теперь ,,живёт,, с тошнотой от самого себя,,,ни кому такого не пожелаешь!По мне так нищая,но честная старость..."
2946,Дизлайк с меня за стабильность в РФ
2947,Как же он задолбал...
2948,"СВОБОДУ АЛЕКСЕЮ НАВАЛЬНОМУ. ПУТИН, ПРЕКРАТИ УКРАИНСКИЙ КРИЗИС. ХВАТИТ ТВОРИТЬ ЗЛО. УЙДИ И ПРЕКРАТИ ГИБРИДНУЮ ВОЙНУ. ПУТИН вы пукин"
2949,Кажется у него опухоль под пальто .
2950,🐀
2951,Надоел иди домой !
2952,"1,4 тысячи лайков..."
2953,Старый пень.
2954,Не хочу видеть тебя никогда!!!!!!!!!
2955,Суд и трибунал для него и его шайки воров
2956,От куда такой живот🤪🤪🤪
2957,"Читаю комментарии, смотрю видео, снова читаю комментарии, но клоуна из 95 на видео так и не вижу, что за магия?"
2958,Уходи!
2959,7 тысяч дизов
2960,"Я один заметил то что у него из живота что то выпирает?
Может быть это;
1-Бронежилет 
2- Сломал руку??"
2961,Шаблонные фразы ...
2962,Желающие в гулаг диз ставьте билет туда дадут
2963,Лайки зашкаливают...
2964,Уходи уже!
2965,у него левая рука походу сломана
2966,🤮🤮🤮🤮🤮🤮
2967,"Бля вас шо там Північна Корея, чи ще гірше, не привітання, а поминки якісь…."
2968,РЕАКЦИЯ... ПРОИЗВОЛ... БЕЗЗАКОНИЕ... И КАЩЕЙ БЕССМЕННЫЙ... :-((
2969,Ну і Слава Україні!
2970,Давайте помечтаем
2971,Не осилю до конца. Про раскачку было?
2972,Как там ракеты а не благополучие Лохозавров?
2973,За 10 часов 1500 лайков накрутили
2974,Все настроение испортил
2975,Путлера ждёт судьба Каддафи!
2976,✔️Новый год позор👎
2977,консерватизм фу
2978,Мда
2979,"Кто, сука, если не Путин."
2980,.. у вас ус отклеился...
2981,С новым годом Владимир Владимирович. Мирного не
2982,🤢🤢🤮🤮
2983,Не голосовал за него
2984,🤮🤮🤮🤮🤮🤮🤮🤮🤮
2985,Кто если не он!
2986,кто этому   обнуленному  клону  лайки ставит
2987,уходи
2988,Кому нужно твое поздравление?
2989,Пуздрик любимый
2990,Гулагу-нет
2991,Я устал я ухожу
2992,надеюсь этот год последний с этим брехуном
2993,а че Путин пузо отрастил ?
2994,Чушь муть и компот
2995,"Не отмоешь...не отмоешь
https://youtu.be/zuMmftgJU9Q"
2996,Бред ))))
2997,Вау мой краш
2998,Поприветствуем короля дизлайков! Что-то в этом году они отключены.
2999,"Почитал комменты. Ни одного положительного. Ну это же не нормально. Неужели нет на всю страну другого президента, на которого вот так маты не будут складывать"
3000,Тошнит от этой рожи
3001,его рука.
3002,🅱🅾🅱🅰❌🅱🅾🅿
3003,"Подскажите , кто Поставил показать скрытые дизлайки , сколько их ?!"
3004,лысый  плешивый
3005,Владимир Владимирович ушли бы вы лучше в отставку!
3006,Он в бронике?
3007,"Хорошее выступление!
🇳🇬💛🇷🇺"
3008,"Dearest V.Putin Darling!
It is written! And hast made us unto our God kings and priests and we shall reign on the earth. 
Rv.5:10. Amen."
3009,1993 год Россия и сейчас . Откормленные собаки будет грызт хозяина
3010,"Dearest V.Putin Darling!
It is written! For the LORD hath chosen Jacob unto Himself and Israel for His peculiar treasure. 
Ps. 135:4. Amen."
3011,Добрые перемены....
3012,Зашёл поставить диз. Хотя бы по комментам посмотрю сколько также сделает
3013,"Return YouTube Dislike и дизлайки снова видно, скачивайте в магазине гугл"
3014,😂😂😂
3015,Спасибо за нищую жизнь!
3016,"Ты проблема, ты!!"
3017,6:49 двинулся
3018,А че наш президент такой пухлым стал 😀
3019,7:03
3020,Восстановили экономику....
3021,"Скажи уже я устал я ухожу, надоел трескотней."
3022,жалею что он не доживет до честного суда за свои преступления
3023,Жопа нас ждет в 22 году. Не надейтесь на улучшение пока видите эту рожу по тв
3024,А что Путин в Бронижелете???
3025,Что? В каждом доме пусть будет рабость? Вот лживость...
3026,"Из 26к просмотров, меньше 1к лайков... представляю сколько там дизлайков)))))"
3027,"Можете использовать мой комментарий, как дизлайк 👎"
3028,Опять короче воду какую-то полил
3029,Теперь понятно почему Ютуб убрал дизлайки
3030,"Противно его слушать, одна лапша на уши!!!"
3031,Он в бронежилете?
3032,Мы ждём перемен.  Виктор Цой
3033,"А мы вспоминаем, что эти мерзавцы узаконили коррупцию"
3034,Вовка-каин!
3035,Жаль дислайков не видно
3036,Надеюсь это последнее поздравление для плешивца)
3037,"Пора уже посмотреть лебединое озеро, давно пора"
3038,Вывод прост терпите дальше меня плебеи
3039,Печенеги просили передать привет за поздравления
3040,Когда снимали? Позапрошлым летом? Лгунья
3041,"У него вообще не тот возраст, который должен быть у В. Путина."
3042,"Ээээээй, пересидент не проплатил ботов на новогодним праздники, чтобы они восхваляли его высер?"
3043,Используйте этот комментарий как дизлайк
3044,Дорогие друзья...
3045,"носик примерз ? вот бедолага, отмучался."
3046,Реализовать личные планы...
3047,А что ты делал 22 года?
3048,Зашёл диз влепить! Всех с праздником
3049,"вижу обращение пукина, ставлю сразу же дизлойс"
3050,День сурка ... 20 лет одно и то же
3051,Когда ж ты уже в рай..?
3052,Переседент адекватный? В каком-то своем мирке живёт?
3053,Почему у него такой живот? И руки не в руковах???
3054,@ Света Морозова а вам Зелебобик из своего кармана заплатил?
3055,"Раболепным соболезнования
Трутин презерватив мира!"
3056,Невозможно смотреть на этого ботоксного пересидента!
3057,Рт что перестал чистить комменты?
3058,только сейчас обратила внимание что на курантах перевернутые цифры..
3059,🤢
3060,🤥
3061,"В 2024 вроде конец эпохи дракончика должен быть, а может быть и дальнейшее правление с наименьшей вероятностью"
3062,Устал ЗАЯ !!! Пора на пенсию !!!
3063,Сказки старого дедушки .
3064,Колоссальные вызовы...
3065,Увольте его спитчрайтера!!!)))))))))))))
3066,"Вещание сказочного дятеля, давай, бухти нам как космические корабли бороздят просторы вселенной, узурпатор"
3067,Rt почему не чистите грязь?
3068,"Чесными)))) даааа, фу"
3069,Когда этот закончиться
3070,Враньё 22 год подряд. А нам живётся всё хуже!
3071,Используйте этот комментарий как дизлайк.
3072,"Ну вот опять... 
Началось..."
3073,Ну шо там? 🇩🇪 😥😓😰🤣🤣😅
3074,Я за него НИКОГДА не голосовала и мои родные не голосовали и мои соседи и знакомые не голосовали откуда он взялся на наши головы? Он не красивый мужчина !
3075,"политик, лидер и таксист..."
3076,Почему дизлайки не показывает? Хитрая многоходовочка?
3077,Облевали последние телевизоры!
3078,Путин уходи....
3079,Помните об этом https://youtu.be/ipAnwilMncI
3080,Бандюган
3081,А чё он дымится?
3082,Антибиотик.
3083,Дед сказки рассказывает
3084,Жесть канешно у вас промова
3085,"Ставим расширение показывающее дизлайки.
916 лайков, 2000 дизлайков."
3086,Сказочник
3087,Уходи!
3088,"Вот так нам и Брежнев не нравился когда-то. Мало ли что не нравится, а ты сам-то лучше смог бы сделать?!!"
3089,"31 дек. 2021 г.



1,2 ТЫС.👍"
3090,"Вова, где броник покупал?"
3091,Не одного дизлайка
3092,Оставлю здесь так как дизлайки ставить нельзя ставлю дизлайк
3093,Оставь место
3094,Плешивый
3095,Уходи
3096,мдааа....
3097,Показали тока Москву
3098,кто ЭТО...???
3099,Он что реально так располнел ?
3100,Уйдииииии......уже.... достал врать
3101,ещё и лайки накручивают
3102,пи пи пи запикали то что хочу сказать
3103,Почему путина не зовут в гости? -Его хер выгонишь
3104,Какое отвратительное зрелище
3105,доколе ?
3106,А где враза он был не простым. ! И про ветеранов ни слова оч странно !
3107,Заботой?  за какие деньги ?
3108,Времени на раскачку НЕТ!
3109,Всех с Новым Годом!!! Путин 👍👍👍👍
3110,"А кто ещё слушал куранты 6 раз, и каждый раз с новым годом?"
3111,10:34
3112,Бахнул пельменей
3113,Позоръ Росіи на вашіхъ экранахъ!!!!!!
3114,Используйте мой комент как дизлайк
3115,Уходи! Давай досвидания!
3116,Мал костюмчик
3117,НЕ ВЕРЮ!!!
3118,Плешивый в своём репертуаре
3119,ДИЗЛАЙК!
3120,поблевал
3121,Парашатуды
3122,А где дизлайки
3123,в аду пусть окажется поздравлятор этот  !
3124,Зашёл пиши в коментах- Дизлайк!
3125,Для диза
3126,Просто уйди
3127,123000 дислайков
3128,"Я  ВЕРЮ В  СВОЮ   СВОБОДНУЮ И  ЛЮБИМУЮ  ПРОВОСЛАВНУЮ  РОССИЮ .
ОНА  ЕДИНСТВЕННАЯ  СТРАНА
С  НАСТОЯЩИМИ  ЧЕЛОВЕЧЕСКИМИ 
ЦЕННОСТЯМИ И  ГАРАНТ  МИРА  В  ТАКОМ  АГРЕССИВНОМ  И  ЖЕСТОКОМ  МИРЕ ."
3129,"Накололи хана маскавіцького улусу джучі ботексом, став як кащей безсмертний"
3130,Уходи
3131,Уходи
3132,Что случилось с животиком? Пучит?
3133,"Фу фу фу как заучино, 
В"
3134,"752 лайка, .."
3135,Диз
3136,Дизлайк всем притеснителям
3137,"ГДЕ МАСКА МАСКА ГДЕ, 😷 😷 😠😠😠"
3138,Опять лапша
3139,Почему так дизлайков много ???
3140,Черт
3141,А че где про Украину
3142,"Ну и где твоя индексация пенсий на уровень инфляции? 5,9% при инфляции  8 .4 % , и это еще год не начался думаю к весне будет все 10. Зачем ты лжёшь , заведомо зная ситуацию в которой находятся старики и инвалиды .Они ждали немного денег перед НГ ,но ты кинул их как кинул и сейчас."
3143,Опять он
3144,А что он без шапки?холодно ведь
3145,👎
3146,Коммент для дизлайков
3147,Спасибо
3148,Дииииз
3149,Тьфу
3150,🤢🤢🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮
3151,шиномонаж
3152,ХАМЕЛИОН
3153,бла бла бла
3154,"Один я заметил, что у Путина мамон вырос?"
3155,Сколько дизов?
3156,дядя блёва🤮🤮🤮
3157,Дизлайк не глядя
3158,Надоел
3159,Дизлайк!
3160,Слава Україні 🇺🇦✊🏻
3161,"да чё вы злые такие?ну дед не прав, не калесовать его теперь. пол страны при нём выросло, и сытые и одетые, людьми стали"
3162,Дизлайк!
3163,Царь дизлайков
3164,Дедушке пора на пенсию.
3165,Лгутин в.в
3166,диз
3167,диз
3168,Времени на раскачку нет 👎
3169,👎
3170,👎
3171,👎
3172,👎
3173,Мордер.
3174,Мухожук
3175,Кашпировскмй это ты
3176,Дизлайк
3177,Дизлайк
3178,Дизлайк
3179,"Dearest V.Putin Darling!
Glorious Russians!
It is written ! This is my rest forever:here will l dwell, for l have desired it. Ps.132:14. Amen."
3180,он чё беременный?
3181,Ждала: я устал... Я ухожу... 👎👎👎
3182,бла бла бла..слышите где-то звон?? это оно звенит и писдополит как всегда..с 2000-х все решить не можешь..и почему не были упямянуты моголо-татары с печенегами?почему не были упомянуты галоши?почему не были упомянуты 90-е.ведь это все они мешают тебе развиваться..
3183,Надоел.
3184,Bop
3185,Пустослов
3186,"Спасибо, дорогой наш Президент! Дай Бог тебе здоровья и сил! Слава России!"
3187,👎
3188,👎
3189,👎
3190,👎
3191,👎
3192,Дизлайк
3193,Дизлайков больше нет?
3194,не верю
3195,Dislike
3196,Dislike
3197,Спасибо Вам Владимир Владимирович. С Новым годом!!! Вы настоящий президент
3198,Я мухажук не будет
3199,Путин крутой
3200,Дизлайк.
3201,👎👎👎🤜
3202,Фууууу
3203,👎
3204,Броник?
3205,З Новым Годам лапцяноiды!
