,comment
1899,С Новым годом! Отличное обращение.
1900,"спасибо, Екатерина, за вдохновляющее и одухотворенное поздравление!"
1901,"Мотивирующее напутствие от Екатерины Михайловны️
Спасибо вам за ваши труды, за то что сеяте разумное и доброе в нас."
1902,"Екатерина Михайловна, вас с Новым годом. Приятно слушать умного человека, у которого и поздравление то философское, необычное, глубокомысленное. Всего вам самого доброго, здоровья вам и вашим близким"
1903,"Уважаемая Екатерина Михайловна, низкий Вам поклон за все труды Ваши и самые тёплые и добрые пожелания в Новом году! Пока в нашей стране есть такие люди как Вы - я понимаю что ещё не все потеряно "
1904,"Так, вот что я включу перед курантами)) Спасибо, Екатерина Михайловна! С новым годом вас!"
1905,"Прекрасное поздравление -- не перестаю улыбаться. С любовью, Владивосток."
1906,"Присоединяюсь ко всем добрым пожеланиям(устала лайки ставить)! Исполнения наших желаний, хорошие люди!"
1907,"Искренне делюсь Вашим поздравлением со всеми друзьями, добавляя цитаты. С Новым Годом!"
1908,"Спасибо за поздравление!
з.ы. Прошлогоднее на фоне елочки мне больше понравилось, как-то теплее и по-домашнему."
1909,"С Новым годом, уважаемая Екатерина Михайловна. Здоровья Вам, удачи, успехов, оптимизма и надежды , уверенности . Всё будет хорошо когда у нас есть такие Люди как Вы! Ждём новых встреч.Спасибо за всё."
1910,"Дорогая Екатерина Михайловна, желаем всей Вашей семье здоровья и процветания, спасибо что продолжаете делиться с нами своими светлыми мыслями! Каналу больше подписчиков, уверен, что уже скоро, вы перешагнете рубеж в миллион подписчиков. С Новым годом!!! "
1911,"Спасибо Вам за все. Вы президент здорового человека, наших сердец и России в наших мечтах"
1912,"Спасибо,  от всей души "
1913,"Екатерина Михайловна, спасибо за поздравление Здорового Человека. С Новым годом!"
1914,"Екатерина Михайловна, с Новым годом!!!! Спасибо, что ""заразили"" меня Набоковым! Здоровья Вам и удачи!!!!"
1915,"Счастливого всем Нового Года!
Здоровья и счастья, счастья и здоровья в этом году.
А Екатерине Михайловне персонально, чтобы показатель Хирша рос!"
1916,"Президентское обращение уже есть, дело за малым :)"
1917,За институты! Отличный тост. С Новым годом!
1918,Включу за 5 минут до нового года! Будем всей семьёй смотреть)))
1919,"С Новым Годом, Екатерина Михайловна!!!! Спасибо Вам за то, что Вы у нас есть!!! Счастливого 2022 года!!!!"
1920,"С новым годом всех! Счастья, здоровья и удачи, она не менее важна!"
1921,Спасииииибооооо! С Новым годом!️
1922,"С Новым годом, Екатерина Михайловна! Спасибо за важные слова!"
1923,Чудесное поздравление чудесные слова спасибо Вам!
1924,Большое спасибо! С Новым годом!
1925,"Спасибо, Екатерина Михайловна. Да будет так. С новым годом! Здоровья Вам и Вашим близким."
1926,"Как приятно послушать и взять на вооружение пожелание умного человека...Спасибо, Екатерина Михайловна..."
1927,Всем спасибо и с Новым годом всех ! Хороший фон и формат неплох. Я ни на что не намекаю
1928,Спасибо! Вы как всегда подобрали самые правильные слова! С Новым Годом!
1929,"С Новым годом, Екатерина Михайловна! Спасибо за Ваш труд!"
1930,"А Perseverance это ещё и марсоход. Спасибо за поздравление,  всю команду канала @Екатерина Шульман с Новым годом."
1931,Как это здорово: каждый год и разное)).
1932,"Лучшее новогоднее поздравление за все 28 лет моей жизни, о котором давно уже мечталось, и каждое слово прямо в сердечко, огромное спасибо!!!"
1933,"С Новым годом, Екатерина Михайловна!!! Спасибо за Ваш труд!!!!!"
1934,"Екатерина, вот это спасибо"
1935,С Наступающим Новым годом!!! Здоровья и мира всем нам!
1936,"Умница и красавица! Здоровья и счастья! Дарю вам мое прощальное стихотворение о "" Мемориале""
""Он шел, растворяя страх,
В пустыне безбожно ложной,"
1937,Самые верные слова.. Спасибо Екатерина Михайловна. С наступающим Всех Новым Годом!)
1938,Спасибо) Приятные слова от приятного человека)
1939,"Спасибо! Екатерина Михайловна, в следующем году выкладывайте поздравление в 12 по Приморью!)"
1940,"Всех с новым годом всех нас , спасибо нам что мы друг у друга есть!"
1941,Вдохновляющее поздравление! Спасибо!
1942,"Уважаемая Екатерина Михайловна! Спасибо вам за всё, что вы делали в прошлом году! Я знаю, что вы продолжите делать, то же самое и в нынешнем году, и это радует!"
1943,"Спасибо, Екатерина Михайловна, за Вашу просветительскую деятельность! Какое счастье, что Вы есть!))"
1944,"О, насколько это прекрасно! Шульман в президенты) а если серьёзно, спасибо вам за ваше хлопанте крыльями!!! Вам всех благ!"
1945,"Прекрасная речь! С Новым Годом, Екатерина Михайловна! Всех вам благ!"
1946,"Спасибо!
И вас, как говорится, и вам!)))"
1947,Спасибо за такие тёплые слова))
1948,Уважаемая Екатерина Михайловна! Спасибо за поздравление!Вам здоровья и всех благ!
1949,"Спасибо, наипрекраснейший человек, Екатерина Михайловна! "
1950,"Единственное обращение, которое мне хотелось увидеть) С новым годом вас и пусть он будет счастливее предыдущего)"
1951,"Очень правильно Екатерина Михайловна делает такие поздравления с новым годом, спасибо ей огромное. Вот так шаг за шагом, год за годом, поздравление за поздравлением и вынесет её народ на роль того человека, который обычно делает такие поздравления. И придётся ей тогда сказать (хоть и против своей воли, но ради благополучия страны), что принимает вызов, который уготовила ей судьба. И как будут все счастливы!"
1952,"Екатерина!! Желаю вам и нам, чтоб вы стали президентом России!!"
1953,С Новым годом! Именно такие слова и такое пожелание я хотела услышать!
1954,"С Новым Годом! Спасибо, Екатерина Михайловна , за всё."
1955,"Будьте счастливы! Счастливая мать, радость в семье!!! И питание на уровне... "
1956,Это замечательное новогоднее поздравление! Я очень хотела услышать такое) А тв включать ну совсем никак не хочется уже который год. Спасибо вам большое! С новым годом!
1957,"Это обращение куда приятнее слушать, чем одну одну ту же плёнку на протяжении 20 лет. Спасибо Вам огромное!"
1958,"Посмотрела уже утром и расплакалась. Столько чувств способны вызвать 4 с половиной минуты речи: и боль, и сожаление, и радость, и надежду, и желание действовать прямо сейчас, и, самое важное, веру в то, что всё изменится неприменно к лучшему."
1959,"Екатерина Михайловна , с Новым Годом Вас , любви и здоровья Вам и Вашим близким ."
1960,"Спасибо, Екатерина Михайловна!"
1961,"Жаль, что вчера вовремя не увидел это поздравление... Приятно посмотреть на умную, красивую женщину. Спасибо за хорошие слова."
1962,"С новым годом! Вас с радостью послушала, в отличии от того недоразумения на федеральных каналах"
1963,"Спасибо!  У вас я учусь, как жить в абсурде во всей своей жизни, и вы даёте мне силы"
1964,"С Новым Годом Вас, Екатерина. Приятно Вас слышать!"
1965,Молодец!!! Ждем следующего новогоднего обращения 31.12.2022 года)))
1966,"Ура, спасибо, с Новым Годом! Вот мое послание ))"
1967,Спасибо вам!!)) жду вашей фамилии в списках на выборах президента 10 голосов есть!!
1968,"Какое мотивирующее обращение ️ Еще не всё потеряно, пока не запретили ЕШ "
1969,Самое ожидаемое поздравление. С новым Годом!!!
1970,"Лучшее поздравление в видимой вселенной!!! Пожалуйста, в следующем году поставьте в конце куранты и включите трансляцию без пяти 12, что бы было что включить ща новогодним столом и реально радоваться новому году,  а не впадать в депрессию от увиденного на каналах"
1971,"Спасибо, Екатерина Михайловна! С вами не страшно!"
1972,"68, говорит, хороший год был.
Орден Дружбы Народов Катеньке. От благодарных чехов.

#зачтовынастакнелюбите"
1973,"спасибо за ""если вы не просто выжили, но и делали свое дело, то вам орден"" и правда, тяжело было."
1974,"Екатерина Михайловна, как хорошо, что вы у нас есть и мы можем послушать новогоднее обращение здорового человека! Всего вам самого хорошего, сил и настойчивости!"
1975,"Как всегда прекрасно. Спасибо, Екатерина Михайловна! Наше дело правое, победа будет за нами)"
1976,"Екатерина Михайловна, с Новым годом! Пусть все ваши мечты сбудутся! Спасибо вам за все️"
1977,"Глубокоуважаемая Екатерина Михайловна, с Новым годом Вас. Спасибо Вам за Вашу работу."
1978,"Огромнейшее спасибо вам, Екатерина Михайловна! Речь живого, умного, сопереживающего человека для сограждан! Спасибо вам за все, что вы делаете!"
1979,"Прекрасная, Упорная, Настойчивая, Екатерина Михайловна! С новым годом!!! С новым счастьем!!! Спасибо за Ваш просветительский, подвижнический труд! Больших Вам успехов!"
1980,Спасибо! Всех с Новым годом! Пусть будет мир!
1981,"Екатерина Михайловна, с Новым Годом вас! Здоровья и сил вам и вашим близким!"
1982,"Екатерина вы замечательная! Любви, здоровья и добра в новом году!"
1983,"Спасибо за Вашу Мудрость. И, за Вашу Смелость. - Это два великих качества , которых Вы любезно позволяете нам созерцать. Восхищаться и учиться.
Всех земных и неземных благ Вам.
С Новым Годом."
1984,"С Новым годом Вас, Екатерина Михайловна! Огромное Вам  спасибо!"
1985,Поздравление с новым годом моего президента. Вижу Екатерину Михайловну ставлю лайк.
1986,Благодарим Вас любимая Екатерина!!! Поздравляю Вас с Новым Годом!!! Будьте счастливы!!!
1987,"Екатерина Михайловна, так приятно лицезреть Вас на фоне Кремля с таким замечательным поздравлением! Надеюсь это символично!"
1988,"Президент(ка) здорового человека! 
С Новым Годом!!"
1989,"Спасибо, только дух стоиков и помогает в эти времена не впасть в ступор, а двигаться дальше."
1990,Спасибо!!! Отличный посыл!!!
1991,"В человеке всё должно быть прекрасно - и лицо, и одежда, и Екатерина Михайловна!"
1992,"Отличная альтернатива деду! Спасибо! 
Фоновая музыка слишком громкая, учтите на будущее, пожалуйста."
1993,Не теряю надежды услышать новогоднее поздравление от президентки РФ Екатерины Шульман.
1994,"Большое спасибо, Екатерина Михайловна! Если я не ошибаюсь, то Набоков писал про 1970-е в «Совершенстве» (сб. Соглядатай)"
1995,"С наступающим, друзья! Спасибо Екатерина Михайловне за этот год"
1996,"Спасибо милая Катерина за поздравление, спасибо за флаг без двуглавой курицы. Одно печалит, на Кремлёвских башнях красные звезды. Верю, что Мы доживем когда не будет ни красных звезд на башнях, ни двуглавой курицы на нашем флаге."
1997,Очень приятно слушать вас . С наступающим . 
1998,Поздравление + Политология + Мотивация! Спасибо!
1999,"Как же от Ваших слов веет мотивацией, взглядом независимой личности в здоровом обществе, как много конкретных и полезных вещей Вы проговариваете! Вы, и такие люди как Вы, должны быть в ключевых структурах государства, я считаю, Екатерина Михайловна! Спасибо за Ваш труд! (""особый путь"" в кругу врагов сделает из нас общество жаждующее лишь хлеба и зрелищ, и умеющее лишь исправно служить)"
2000,"С новым годом, Екатерина Михайловна и все, все, все! "
2001,"С Новым Годом, дорогая Екатерина! Мы вас очень любим."
2002,"Браво, Екатерина! Очень ёмко и осмысленно. С Новым годом и Вас!"
2003,Поздравление здорового человека.
2004,"Единственное поздравление, которое я действительно хотела бы увидеть по телевизору в 23:55. Спасибо!"
2005,"Замечательное поздравление с Новым Годом! Случится ли когда-либо в России, что перед боем курантов будет выступать женщина… сНовым Годом, Екатерина Михайловна!"
2006,Спасибо большое вам! И с Новым годом!
2007,Настоящее обращение умного талантливого неравнодушного человека к своим же гражданам! С новым годом!!!
2008,"Спасибо Вам и Вашей команде за Ваш труд, знания, смелость и настойчивость, за настоящий патриотизм! Здоровья Вам, счастья и успехов во всем!"
2009,"С Новым годом, Екатерина Михайловна, самые сердечные поздравления просили бы принять и все ваше семейство, здоровья, успехов и свершений всем в Новом году!"
2010,"С новым годом, Екатерина Михайловна! Только благодаря вам у нас есть эта настойчивость "
2011,Это бомба! ЕМ Вы великолепны! Какая радость 
2012,"Замечательные, вдохновляющие слова! С новым годом!"
2013,"Дорогая Катерина, желаю Вам наивысший карьеры в вашей жизни. Вы достойны самых высоких постов в правительстве!. И пусть Ваша семья всегда будет в Вами!"
2014,"Спасибо за поздравление, любимый политолог здорового гражданского общества Екатерина Михайловна️️!"
2015,Спасибо за эти важные слова! С праздником!
2016,"С Новым годом, Екатерина Михайловна! Спасибо  !!!"
2017,"Вот какой президент должен быть в стране. Драгоценная Екатерина Михайловна, от души желаю здоровья, успехов, любви"
2018,Всех живущих на земле поздравляю с новым 2022 годом!Всем крепкого здоровья счастья и благополучия!️
2019,"Огромная благодарность Вам, Екатерина Михайловна, за Ваше новогоднее обращение, самое лучшее и столь нужное в это трудное время. Смотрю все Ваши ""Статусы"", иной раз не по разу каждый выпуск. Также невозможно переоценить Вашу просветительскую работу в наше смутное время, наполненное фейком. Всех благ Вам и Вашей семье в наступившем году!!!"
2020,"Буддийские истины! Спасибо, Екатерина Михайловна!"
2021,"Новогоднее обращение здорового человека)) И вас с праздником, дорогая Екатерина Михайловна!"
2022,"Желаю всем, чтобы эти 20е были такими же ревущими, как сто лет назад, только с учётом исторического опыта - и чтобы было хорошо там, где мы есть"
2023,"Без лишних слов, все по делу. Лучшее общение. С новым годом"
2024,"Класс ! Всначале - поздравление от Любови Соболь, потом от Владимира Милова, а теперь еще и от Екатерины Шульман, просто симфония какая то !"
2025,"С Новым Годом, Екатерина Михайловна! Вас и всех, кто Вам помогает! Успехов в Новом году, интересных и позитивных событий, счастья, здоровья, творчества и много новых зрителей "
2026,"Премного благодарен, Екатерина Михайловна! По удивительному стечению обстоятельств это поздравление очень кстати прямо сейчас) 
От себя желаю вам интереснейших открытий, приятного драйва и спокойного свободного времени на себя и интересные вам книги"
2027,"Спасибо большое, Екатерина Михайловна!"
2028,"Спасибо Вам, Екатерина Михайловна!"
2029,"Екатерина Михайловна, спасибо! Это самые нужные и прекрасные пожелания!"
2030,"Екатерина Михайловна, с удовольствием смотрю и слушаю Вас.  С Новым годом!!! Всем счастья, здоровья, успехов в делах. Все будет у нас хорошо!"
2031,"Обращение здорового человека... С наступившим новым годом, Екатерина Михайловна, не отступим!:)"
2032,Спасибо! Отлично. С Новым Годом!
2033,"Екатерина Михайловна, спасибо за это новогоднее обращение здорового человека)"
2034,"Спасибо, Екатерина Михайловна! Теперь можно и в 2022й, с надеждой , настойчивостью и желаниями! С Новым годом!"
2035,Спасибо за новогодний формат и хорошие слова. #perseverance
2036,"Спасибо за вашу просветительскую работу! Спасибо ютюбу, что даёт возможность увидеть и услышать, что говорят специалисты и одновременно такие обаятельные, современные, взрослые, активные женщины. Побольше вам времени в сутках!"
2037,"С новым 2022 годом, Екатерина! Успехов и везения!"
2038,"Почти 100 тысяч человек, это просто прекрасно. Удачи ребята, она нам понадобится."
2039,"Спасибо, с Новым годом "
2040,"Новогоднее видеообращение, которое мы действительно заслужили. Живите долго, Екатерина !"
2041,"Спасибо Вам, дорогая Екатерина.."
2042,"Спасибо Вам за то, что весь год настойчиво и терпеливо просвещали нас, вселяя веру и оптимизм. 
Будьте здоровы и счастливы! И до новых встреч в наступающем году!"
2043,Благодарю вас!!! С новым годом!!!! Очень нравится вас слушать.
2044,"Нам точно нужно, чтобы хоть некоторое время страной руководила женщина. Сейчас общество в таком тяжёлом состоянии! Ему очень нужно, чтобы его обняли с материнской любовью и заботой. Тогда можно и вперёд идти."
2045,"Прекрасные слова, прекрасная Екатерина! Смотрим и радуемся!"
2046,"Спасибо, Екатерина Михайловна. С Новым годом Вас!"
2047,"С празднимками!!!! Оглушила немного музыка, но было очень приятно услышать твоё поздравление!"
2048,Новогоднее обращение здорового человека
2049,Новогоднее поздравление здорового человека! Ура! С Новым годом!
2050,"С Новым годом, Екатерина Михайловна! Здоровья Вам и благополучия."
2051,С новым годом вас Екатерина Михайловна и спасибо за то что Вы с нами
2052,"Спасибо за поздравление, за напутствия в 2022 год"
2053,"Критично отношусь к Шульман, но это лучшее поздравление!! Делай, что должно и будь что будет!"
2054,"Спасибо вам огромное, Екатерина Михайловна! С наступающим новым годом)"
2055,"С Новым годом! Хорошо, что вы с нами."
2056,"Президент здорового человека! Спасибо вам за поздравления! С новым годом всех, друзья! "
2057,"Президент здорового человека, очень приятные и правильные слова сказаны! Спасибо"
2058,"Когда я вижу такое обращение, то фантазирую о конституционной монархии и мне прямо хочется обратиться к Екатерине Михайловне - Your Majesty"
2059,Спасибо Вам! С Новым годом!
2060,"всех с новым годом, всем счастья"
2061,"Выходит, я институциональный художник, здорово! С новым годом вас и всех кто стремится к развитию и совершенству!"
2062,"Президентское обращение, которое мы пока не заслужили."
2063,"Огромная благодарность Екатерине Михайловне за новогоднее поздравление! Честное, умное, вдохновляющее."
2064,"С Новым годом, Екатерина Михайловна! С Новым годом всех нас! Нас не так мало, тех, кто ждёт обращение Е. М. Это не может не радовать!"
2065,Спасибо за обращение!
2066,"спасибо.увы моя подруга не дожила-дочь.жена.мама.ушла 22 декабря.
мы счастливы уже тем что встречаем новы год да еще и с поздравлением от Екатерины Михайловны!"
2067,"Топчик! Вот таким должно быть новогоднее поздравление президента здорового человека, имхо. 4 минуты просто незаметно пролетели:)
А не скучное бу-бу-бу а ля отчетик о надоях, удоях и сложностях, и как мы, молодцы, всем помогли."
2068,"Спасибо, Екатерина Михайловна! И Вас с наступающим "
2069,"Да, Катерина, смелость и настойчивость не для слабаков! Хватит ЖДАТЬ перемен. Пора ДЕЙСТВОВАТЬ.                         Ура, товарищи! 
Пусть всегда-а-ааа будут ё-ёолки!..)
Хорошие слова сказали. Спасибо за поздравления, за то, что с нами! С праздником!"
2070,"С новым годом, Екатерина Михайловна. Помимо стандартных успехов, здоровья и счастья, хочу ещё пожелать больше свободного времени для просветительской деятельности!"
2071,"Прекрасные, очень нужные слова!"
2072,"Вы – мой президент, Екатерина Михайловна) Спасибо за поздравление!"
2073,"С новым годом, прекрасная Екатерина Михайловна! Берегите себя, вы наш луч света в этом мраке ️"
2074,"Нету поздравленья лучше, чем Екатерины Шульман!!!!"
2075,"Какое полезное и к месту сказанное поздравление, как раз для многих, начинающих с 1 января новую жизнь. Огромное спасибо и вам Екатерина Михайловна полного успеха во всех ваших начинаниях"
2076,Новогоднее обращение здорового человека
2077,С наступившим! Всем сил и настойчивости. Новых знаний и осознаний.
2078,Вот это поздравление! спасибо
2079,"Всё правильно -- что тренируется, то развивается. С Новым годом всех!"
2080,"С Новым годом, Екатерина! Здоровья и сил вам!"
2081,"На большом телевизоре это смотрится странно. Видно как глаза бегают по суфлеру.
Шульман сильна в своей ипровизации. Скорость её мышления и умение грамотно складывать слова в предложении поражают"
2082,"Спасибо за такие важные слова!
Екатерина, Михаил-с Новым годом! Желаю вам сил, здоровья! Процветания семье вашей и каналу любимому нашему!
Ура-ура-ураааааа!!!!!"
2083,"Директору канала приветы! Екатерина , вы просто восторг !!! Долгих лет️️️"
2084,Спасибо! С удовольствием посмотрели!
2085,Ура!  Какая радость принять от Вас  поздравления с Новым Годом... Здоровья вам  и  ждем ваших эфиров в 2022 г..
2086,"Уважаемая, Екатерина Михайловна! С Новым годом! Здоровья, хорошего настроения и творческих успехов, Вам! А мы, Ваши поклонники и слушатели, будем и впредь с нетерпением ждать Ваших эфиров! С уважением, Игорь Гольдштейн"
2087,Отличная речь! Brava! Всем мира и добра и не отступайте от задуманного!))
2088,"Екатерина, я рад что вас знаю! С Новым Годом!"
2089,"Спасибо.  Это напутствие мне понравилось больше , чем услышанное сегодня тв;)"
2090,Поздравление здорового человека. Рад был услышать вас!
2091,Спасибо за обращение ️
2092,Спасибо! Мы вас любим!
2093,Екатерина спасибо вам . С Новым Годом 
2094,"Без 15-ти двенадцать зашла на ваш канал посмотреть обращение. Его ещё не было (я из Новосибирска). Смотрю уже в 2022 году. Что-то слезы выступили, то ли от красного вина, то ли от моей впечатлительности. Здоровья всем нам и вознаграждения наших усилий в этом 2022 году!"
2095,Счастье и процветания и всём нам свершения наших надежд!
2096,"С наступающим, Екатерина Михайловна! Уже несколько лет смотрю Ваш канал. Не устаю удивляться Вашей способности выделить главное, заметить и объяснить то, что действительно важно, критически анализировать то, что кажется очевидным, а на самом деле является очередной иллюзией информационной эпохи. "
2097,Лучшее поздравление! С Новым годом 
2098,"Россияне достойны такого поздравления. Спасибо, Екатерина Михайловна. Очень нужна именно такая планка. Будем расти."
2099,"Новогоднее поздравление здорового человека!

Спасибо!"
2100,"ТОЛЬКО ЕКАТЕРИНА МОЖЕТ ТАК ТАКТИЧНО ПЗДРАВИТЬ С НОВЫМ ГОДОМ, ОПЕРАЯСЬ НА ДАТЫ!!!
И ВАС, ДОРОГАЯ!!! ️ ВСЕХ БЛАГ!!!"
2101,"Надеюсь, это станет ежегодной традицией!!))"
2102,"Куда более содержательное и тёплое поздравление,  чем у кое-кого. Даже новогоднее настроение появилось. Спасибо Вам за большой труд!"
2103,Спасибо! В тему!!!!с Новым годом!
2104,"Уважаемая, очень женственная Екатерина Михайловна, в этом году Вы покорили меня! Спасибо Вам за Вашу работу, за гармонию и красоту! С НОВЫМ ГОДОМ ВАС! УДАЧИ И УСПЕХОВ ВАМ!"
2105,"Очень точно сказано. Это всегда актуально, а сейчас просто на злобу дня"
2106,"Какое счастье, что у нас есть такой человек! Будем живы, значит!"
2107,"Президент здоровой страны, спасибо!"
2108,"Ну это прям спасение какое-то, честно сказать весь день думал, как не смотреть деда и что смотреть вместо него?!!"
2109,"Это просто невероятно. С наступающим, граждане!"
2110,На последних словах слёзы навернулись. Как точно сказано! С Новым годом всех! Не отступаем!
2111,"Ай,умница,! Спасибо Екатерина."
2112,Это просто лучшее поздравление с Новым Годом! Спасибоза все! Счастья!
2113,"Наилучшие пожелания Екатерине и Михаилу! Спасибо за ваш труд!
С новым годом всех причастных и слава науке!"
2114,"ЕМ, с новым годом и спасибо за все, что вы делаете!!!!!!!!!!!!!! "
2115,"Какое приятное и вдохновляющее поздравление! Спасибо, Екатерина Михайловна)"
2116,"Дорогая Екатерина Михайловна, надеюсь, что в следующем году Вас не признают иноагентом! Здоровья  Вам и Вашим близким!"
2117,"спасибо Екатерина Михайловна, это те слова которые хотелось бы слышать"
2118,Самое лучшее поздравление которое я слышал в этом году.
2119,ВдохНовЕние ! С Новым годом!   Исполнилось желание получить Чудесное поЗДРАВление !
2120,"Екатерина, спасибо за все"
2121,Лучшее поздравление!
2122,"Самое главное обращение 31 декабря! С наступающим, Екатерина Михайловна!"
2123,"Хочу, чтобы это поздравление вся страна смотрела по федеральным каналам!"
2124,Большое спасибо) С новым годом!
2125,Данное поздравление буду ставить еженедельно на прослушивание! Спасибо!
2126,"С новым годом!!! Екатерина Михайловна, вы наш путеводитель в мире политологии, вы кудесник наших душ"
2127,Спасибо! Нужные и великие слова!
2128,"Такие живые слова. Екатерина Михайловна - такая настоящая. Правда хочется, чтобы все жители страны это видели перед курантами. 

С Новым Годом, граждане!"
2129,"Прекрасное отражение, Екатерина! Смотрели с Оливье ) в 23:55. 
Надеюсь , политической ревности ни с чьей стороны не последует."
2130,"Дзякуй вам вялікі з Беларусі! За вашу працу, за ваш аптымізм!"
2131,"Уважаемая Екатерина Михайловна! Великий Гёте И.В. присоединяется к Вам: «Я предан этой мысли! Жизни годы прошли не даром, ясен предо мной конечный вывод мудрости земной: лишь тот достоин жизни и свободы, кто каждый день за них идёт на бой»!"
2132,"Мои наилучшие пожелания , здоровья и успехов в Новом Году , Екатерине Шульман , профессионалу мирового уровня и прекрасному человеку !"
2133,Спасибо за мотивацию
2134,"Екатерина, спасибо большое за то, что Вы есть и за то, что вы делали, делаете и будете делать"
2135,"Какой хороший знак. Именно это пообщелала себе в конце года, как цель на 2022 и ввязалась в борьбу на двух фронтах. Быть настойчивой в защите своих интересов. Спасибо! С Новым Годом! Очень любим и ценим вас!"
2136,"Ура! Спасибо за все что вы делаете и подсказываете, что можно делать нам"
2137,"Офигенная разница в новогодних обращениях, этом и ""том"".
В одном жизнь, драйв, позитив!
В другом, черное СЖО, могильный холод и из года в год одно и тоже. 
""Мы столкнулись с колоссальными вызовами"" (уточню конечно, не мы, а вы!)"
2138,"Счастливы были увидеть Вас до боя курантов! Вам - мира в душе, уверенности в своем праве,  счастья детям и с детьми!!"
2139,"Включил ваше обращение вместо президента, вас слушать намного интереснее и в вашем обращение есть смысл"
2140,"Ютуб скрыл дизы, но даже по соотношению просмотров и лайков у незаконно занимающего пост (и особенно - по коментам) можно догадаться, как его любят. И примерно в 20 раз лучше у Екатерины. 
Спасибо вам за работу в этом году. Вы часто жалуетесь, что не написали чтото, что хотели т.к. вместо этого чтото болтали в эфире. Может не так уж и плохо, прочитали бы вашу работу на порядок меньше людей чем слушают подкасты."
2141,"С новым годом, Екатерина Михайловна,вас и вашу семью))) всех благ"
2142,"Екатерина Михайловна, спасибо за поздравление!"
2143,Спасибо вам большое Екатерина Михайловна!
2144,"Слушала поздравление королевы английской и нашей королевы - Екатерины Михайловны. Елизавета говорила о детях и семейных ценностях очень просто, тепло и душевно. Екатерина Михайловна говорит о твердости и несгибаемости, о чести и достоинстве - как хороши оба выступления, как кстати и как они поддерживают нас в наши «тридцать седьмые». Здоровья Вам, уважаемая Екатерина Михайловна, мы с Вами, Вы - наша совесть и мужество, высочайший интеллект и культура, Вы наше будущее; пьём за Вас, за мир во всем мире"
